id,code,readability
sample_00277,"/**
	 * Test default optimizer selection for sequence backed generators
	 * based on the configured increment size; both in the case of the
	 * dialect supporting pooled sequences (pooled) and not (hilo)
	 */
	@Test
	public void testDefaultOptimizerBasedOnIncrementBackedBySequence() {
		Properties props = buildGeneratorPropertiesBase();
		props.setProperty( SequenceStyleGenerator.INCREMENT_PARAM, ""10"" );

		// for dialects which do not support pooled sequences, we default to pooled+table
		Dialect dialect = new SequenceDialect();
		SequenceStyleGenerator generator = new SequenceStyleGenerator();
		generator.configure( StandardBasicTypes.LONG, props, dialect );
		assertClassAssignability( TableStructure.class, generator.getDatabaseStructure().getClass() );
		assertClassAssignability( PooledOptimizer.class, generator.getOptimizer().getClass() );
		assertEquals( SequenceStyleGenerator.DEF_SEQUENCE_NAME, generator.getDatabaseStructure().getName() );

		// for dialects which do support pooled sequences, we default to pooled+sequence
		dialect = new PooledSequenceDialect();
		generator = new SequenceStyleGenerator();
		generator.configure( StandardBasicTypes.LONG, props, dialect );
		assertClassAssignability( SequenceStructure.class, generator.getDatabaseStructure().getClass() );
		assertClassAssignability( PooledOptimizer.class, generator.getOptimizer().getClass() );
		assertEquals( SequenceStyleGenerator.DEF_SEQUENCE_NAME, generator.getDatabaseStructure().getName() );
	}",3.5555555555555554
sample_00077,"   			return true;
   		}
   	}
      return false;
   }

	@Test
   public void testGetValueAt()
   {
   	for (int rowIdx = 0; rowIdx < classUnderTest.getRowCount(); rowIdx++) {
   		for (int colIdx = 0; colIdx < classUnderTest.getColumnCount(); colIdx++) {
   			assertNotNull(classUnderTest.getValueAt(rowIdx, colIdx));
   		}
   	}
   }

	@Test
   public void testGetValueAt_InvalidColumn()
   {
		try {
			classUnderTest.getValueAt(0, classUnderTest.getColumnCount());
			fail(""Expected an exception for call to getValue with a column that is one higher that the "" +
					""highest column index allowed by this table model"");
		} catch (IndexOutOfBoundsException e) {
			// This is acceptable
		} catch (IllegalArgumentException e) {
			// This is acceptable
		}
		
   }
",3.269461077844311
sample_00082,"		calendarImpl.setCalendarId(getCalendarId());
		calendarImpl.setGroupId(getGroupId());
		calendarImpl.setCompanyId(getCompanyId());
		calendarImpl.setUserId(getUserId());
		calendarImpl.setUserName(getUserName());
		calendarImpl.setCreateDate(getCreateDate());
		calendarImpl.setModifiedDate(getModifiedDate());
		calendarImpl.setResourceBlockId(getResourceBlockId());
		calendarImpl.setCalendarResourceId(getCalendarResourceId());
		calendarImpl.setName(getName());
		calendarImpl.setDescription(getDescription());
		calendarImpl.setColor(getColor());
		calendarImpl.setDefaultCalendar(getDefaultCalendar());

		calendarImpl.resetOriginalValues();

		return calendarImpl;
	}

	public int compareTo(Calendar calendar) {
		int value = 0;

		value = getName().compareTo(calendar.getName());

		if (value != 0) {
			return value;
		}

		return 0;
	}
",3.3067484662576687
sample_00357,"@Test
	public void testWithEJB3NamingStrategy() throws Exception {
		SessionFactory  sf = null;
		try {
			AnnotationConfiguration config = new AnnotationConfiguration();
			config.setNamingStrategy(EJB3NamingStrategy.INSTANCE);
			config.addAnnotatedClass(A.class);
			config.addAnnotatedClass(AddressEntry.class);
			sf = config.buildSessionFactory( serviceRegistry );
			Mappings mappings = config.createMappings();
			boolean foundIt = false;

			for ( Iterator iter = mappings.iterateTables(); iter.hasNext();  ) {
				Table table = (Table) iter.next();
                log.info(""testWithEJB3NamingStrategy table = "" + table.getName());
				if ( table.getName().equalsIgnoreCase(""A_ADDRESS"")) {
					foundIt = true;
				}
				// make sure we use A_ADDRESS instead of AEC_address
				assertFalse(""got table name mapped to: AEC_address (should be A_ADDRESS) which violates JPA-2 spec section 11.1.8 ([OWNING_ENTITY_NAME]_[COLLECTION_ATTRIBUTE_NAME])"",table.getName().equalsIgnoreCase(""AEC_address""));
			}
			assertTrue(""table not mapped to A_ADDRESS which violates JPA-2 spec section 11.1.8"",foundIt);
		}
		catch( Exception e ) {
			StringWriter writer = new StringWriter();
			e.printStackTrace(new PrintWriter(writer));
            log.debug(writer.toString());
			fail(e.getMessage());
		} finally {
			if( sf != null ){
				sf.close();
			}
		}
	}",3.0
sample_00104,"		while (label >= 1) {
			switch (label) {
			case 1:
				selenium.open(""/web/guest/home/"");
				loadRequiredJavaScriptModules();

				for (int second = 0;; second++) {
					if (second >= 90) {
						fail(""timeout"");
					}

					try {
						if (selenium.isElementPresent(""link=Control Panel"")) {
							break;
						}
					}
					catch (Exception e) {
					}

					Thread.sleep(1000);
				}

				selenium.clickAt(""link=Control Panel"",
					RuntimeVariables.replace(""Control Panel""));
				selenium.waitForPageToLoad(""30000"");
				loadRequiredJavaScriptModules();
				selenium.clickAt(""link=Web Content"",
					RuntimeVariables.replace(""Web Content""));
				selenium.waitForPageToLoad(""30000"");
				loadRequiredJavaScriptModules();

				boolean webContent1Present = selenium.isElementPresent(
						""_15_rowIds"");

				if (!webContent1Present) {
					label = 2;

					continue;
				}

				selenium.clickAt(""//input[@name='_15_allRowIds']"",
					RuntimeVariables.replace(""""));
				selenium.click(RuntimeVariables.replace(
						""//input[@value='Delete']""));
				selenium.waitForPageToLoad(""30000"");
				loadRequiredJavaScriptModules();
				assertTrue(selenium.getConfirmation()
								   .matches(""^Are you sure you want to delete the selected web content[\\s\\S]$""));

			case 2:
",3.016042780748663
sample_00025,"	getLeecherCount();
	
		/**
		 * Gives access to the number of peers that have failed NAT checks, 0 if NAT checking
		 * is disabled.
		 * @return
		 */
	
	public int
	getBadNATCount();
",3.475806451612903
sample_00380,"@Test
    public void throwTimeoutExceptionOnSecondCallAlthoughFirstCallThrowsException()
            throws Throwable {
        thrown.expectMessage(""test timed out after 100 milliseconds"");
        try {
            evaluateWithException(new RuntimeException());
        } catch (Throwable expected) {
        }
        evaluateWithWaitDuration(TIMEOUT + 50);
    }",4.333333333333333
sample_00172,"
    panel.add(UiUtilities.createHelpTextArea(mLocalizer.msg(""help"",""No endtime defined"")), cc.xy(1,1));
    
    mTimePanel = new TimeDateChooserPanel(date);
    panel.add(mTimePanel, cc.xy(1,3));
",2.644628099173554
sample_00367,"private void pushHibernateTypeInformationDownIfNeeded(
			HibernateTypeDescriptor hibernateTypeDescriptor,
			Value value,
			Type resolvedHibernateType) {
		if ( resolvedHibernateType == null ) {
			return;
		}
		if ( hibernateTypeDescriptor.getResolvedTypeMapping() == null ) {
			hibernateTypeDescriptor.setResolvedTypeMapping( resolvedHibernateType );
		}

		// java type information ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

		if ( hibernateTypeDescriptor.getJavaTypeName() == null ) {
			hibernateTypeDescriptor.setJavaTypeName( resolvedHibernateType.getReturnedClass().getName() );
		}

	   // todo : this can be made a lot smarter, but for now this will suffice.  currently we only handle single value bindings

	   if ( SimpleValue.class.isInstance( value ) ) {
		   SimpleValue simpleValue = ( SimpleValue ) value;
		   if ( simpleValue.getDatatype() == null ) {
			   simpleValue.setDatatype(
					   new Datatype(
							   resolvedHibernateType.sqlTypes( metadata )[0],
							   resolvedHibernateType.getName(),
							   resolvedHibernateType.getReturnedClass()
					   )
			   );
		   }
	   }
	}",3.4444444444444446
sample_00266,"public void toDoItemsRemoved(ToDoListEvent tde) {
	LOG.debug(""toDoItemRemoved"");
        Vector items = tde.getToDoItems();
        int nItems = items.size();
        
	ToDoList list = Designer.theDesigner().getToDoList(); //source?
	Object[] path = new Object[2];
	path[0] = Designer.theDesigner().getToDoList();


	Enumeration elems = list.getPosters().elements();
 	while (elems.hasMoreElements()) {
	    Poster p = (Poster) elems.nextElement();
            boolean anyInPoster = false;
            for (int i = 0; i < nItems; i++) {
                ToDoItem item = (ToDoItem) items.elementAt(i);
                Poster post = item.getPoster();
                if (post == p) { 
                    anyInPoster = true;
                    break;
                }
            }
            if (!anyInPoster) { 
                continue;
            }
	    path[1] = p;
	    fireTreeStructureChanged(path);
	}
    }",3.3333333333333335
sample_00042,"				if (selenium.isVisible(
							""link=Web Content Display Permissions Page"")) {
					break;
				}
			}
			catch (Exception e) {
			}

			Thread.sleep(1000);
		}
",2.7782608695652176
sample_00173,"		try {
			suiteMethod= klass.getMethod(""suite"");
			if (! Modifier.isStatic(suiteMethod.getModifiers())) {
				throw new Exception(klass.getName() + "".suite() must be static"");
			}
			suite= (Test) suiteMethod.invoke(null); // static method
",2.727272727272727
sample_00371,"@Override
	protected XMLEvent internalNextEvent() throws XMLStreamException {
		//If there is an iterator to read from reset was called, use the iterator
		//until it runs out of events.
		if (this.bufferReader != null) {
			final XMLEvent event = this.bufferReader.next();

			//If nothing left in the iterator, remove the reference and fall through to direct reading
			if (!this.bufferReader.hasNext()) {
				this.bufferReader = null;
			}

			return event;
		}

		//Get the next event from the underlying reader
		final XMLEvent event = this.getParent().nextEvent();

		//if buffering add the event
		if (this.eventLimit != 0) {
			this.eventBuffer.offer(event);

			//If limited buffer size and buffer is too big trim the buffer.
			if (this.eventLimit > 0 && this.eventBuffer.size() > this.eventLimit) {
				this.eventBuffer.poll();
			}
		}

		return event;
	}",4.555555555555555
sample_00124,"    /**
     * Constructor, with a argument reference to the PUBLIC User Object which
     * is null if this is the SYS or PUBLIC user.
     *
     * The dependency upon a GranteeManager is undesirable.  Hopefully we
     * can get rid of this dependency with an IOC or Listener re-design.
     */
    Grantee(String name, Grantee inGrantee,
            GranteeManager man) throws HsqlException {

        rightsMap      = new IntValueHashMap();
        granteeName    = name;
        granteeManager = man;}
",4.033057851239669
sample_00340,"public List getInEdges(Object port) {
	Vector res = new Vector(); //wasteful!
	if (Model.getFacade().isAClassifierRole(port)) {
	    Object cr = port;
	    Collection ends = Model.getFacade().getAssociationEnds(cr);
	    if (ends == null) {
                return res; // empty Vector
            }
	    Iterator iter = ends.iterator();
	    while (iter.hasNext()) {
		Object aer = iter.next();
		res.addElement(Model.getFacade().getAssociation(aer));
	    }
	}
	return res;
    }
",3.888888888888889
sample_00296,"@Override
	protected void prepareTest() throws Exception {
	    Session s = openSession();
	    Transaction t = s.beginTransaction();
	    Child child_1_1 = new Child( ""achild1-1"");
	    Child child_1_2 = new Child( ""ychild1-2"");
	    Child child_1_3 = new Child( ""dchild1-3"");
	    Child child_2_1 = new Child( ""bchild2-1"");
	    Child child_2_2 = new Child( ""cchild2-2"");
	    Child child_2_3 = new Child( ""zchild2-3"");
	
	    s.save( child_1_1 );
	    s.save( child_2_1 );
	    s.save( child_1_2 );
	    s.save( child_2_2 );
	    s.save( child_1_3 );
	    s.save( child_2_3 );
	
	    s.flush();
	
	    Parent p1 = new Parent( ""parent1"" );
	    p1.addChild( child_1_1 );
	    p1.addChild( child_1_2 );
	    p1.addChild( child_1_3 );
	    s.save( p1 );
	
	    Parent p2 = new Parent( ""parent2"" );
	    p2.addChild( child_2_1 );
	    p2.addChild( child_2_2 );
	    p2.addChild( child_2_3 );
	    s.save( p2 );
	
	    t.commit();
	    s.close();
	}",4.444444444444445
sample_00272,"protected void scanAnnotatedMembers(Map<Class<? extends Annotation>, List<FrameworkMethod>> methodsForAnnotations, Map<Class<? extends Annotation>, List<FrameworkField>> fieldsForAnnotations) {
        for (Class<?> eachClass : getSuperClasses(fClass)) {
            for (Method eachMethod : MethodSorter.getDeclaredMethods(eachClass)) {
                addToAnnotationLists(new FrameworkMethod(eachMethod), methodsForAnnotations);
            }
            // ensuring fields are sorted to make sure that entries are inserted
            // and read from fieldForAnnotations in a deterministic order
            for (Field eachField : getSortedDeclaredFields(eachClass)) {
                addToAnnotationLists(new FrameworkField(eachField), fieldsForAnnotations);
            }
        }
    }",4.0
sample_00022,"package net.sourceforge.squirrel_sql.client.gui.db;

import javax.swing.JFrame;

import net.sourceforge.squirrel_sql.client.ApplicationArguments;
import net.sourceforge.squirrel_sql.client.gui.db.aliasproperties.ConnectionPropertiesPanel;

public class ConnectionPropertiesPanelTestUI {

	
	
    /**
     * @param args
     */
    public static void main(String[] args) {
        ApplicationArguments.initialize(new String[] {});
        
        
        final JFrame frame = new JFrame(""Test ConnectionPropertiesPanel"");

        SQLAliasConnectionProperties props = new SQLAliasConnectionProperties();
        
        ConnectionPropertiesPanel panel = new ConnectionPropertiesPanel(props);
        
        frame.getContentPane().add(panel);
        frame.setSize(500,300);
        frame.setVisible(true);
        
        frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);
",3.865079365079365
sample_00046,"public class PluginGlobalPreferencesTab implements IGlobalPreferencesPanel {

    protected PluginQueryTokenizerPreferencesPanel _prefs = null;

    private JScrollPane _myscrolledPanel;

    private String _title = null;
    
    private String _hint = null;
    
    public PluginGlobalPreferencesTab(PluginQueryTokenizerPreferencesPanel prefsPanel) {
        _myscrolledPanel = new JScrollPane(prefsPanel);
        _prefs = prefsPanel;
    }

    public void initialize(IApplication app) {
        /* Do Nothing */
    }

    public void uninitialize(IApplication app) {
        /* Do Nothing */
    }

    public void applyChanges() {
        if (_prefs != null) {
            _prefs.applyChanges();
        }
    }

    /*
     * (non-Javadoc)
     * 
     * @see net.sourceforge.squirrel_sql.client.util.IOptionPanel#getTitle()
     */
    public String getTitle() {
        return _title;
    }

    public void setTitle(String title) {
        this._title = title;
    }
    
    /*
     * (non-Javadoc)
     * 
     * @see net.sourceforge.squirrel_sql.client.util.IOptionPanel#getHint()
     */
    public String getHint() {
        return _hint;
    }
",3.6535087719298245
sample_00284,"public String toString() {
		StringBuilder buf = new StringBuilder()
				.append(""SecondLevelCacheStatistics"")
				.append(""[hitCount="").append(this.hitCount)
				.append("",missCount="").append(this.missCount)
				.append("",putCount="").append(this.putCount);
		//not sure if this would ever be null but wanted to be careful
		if (region != null) {
			buf.append("",elementCountInMemory="").append(this.getElementCountInMemory())
					.append("",elementCountOnDisk="").append(this.getElementCountOnDisk())
					.append("",sizeInMemory="").append(this.getSizeInMemory());
		}
		buf.append(']');
		return buf.toString();
	}",3.888888888888889
sample_00093,"			selenium.getValue(""//input[@value='New Message']""));
		selenium.clickAt(""//input[@value='New Message']"",
			RuntimeVariables.replace(""New Message""));

		for (int second = 0;; second++) {
			if (second >= 90) {
				fail(""timeout"");
			}

			try {
				if (selenium.isVisible(""//span[2]/span/button"")) {
					break;
				}
			}
			catch (Exception e) {
			}

			Thread.sleep(1000);
		}

		selenium.clickAt(""//span[2]/span/button"",
			RuntimeVariables.replace(""Dropdown""));
		assertEquals(RuntimeVariables.replace(
				""socialofficefriendfn socialofficefriendmn socialofficefriendln""),
			selenium.getText(""//div[8]/div/div/ul/li[1]""));
		selenium.clickAt(""//div[8]/div/div/ul/li[1]"",
			RuntimeVariables.replace(
				""socialofficefriendfn socialofficefriendmn socialofficefriendln""));
		assertEquals(""socialofficefriendfn socialofficefriendmn socialofficefriendln <socialofficefriendsn>,"",
			selenium.getValue(""//span/input""));
		assertTrue(selenium.isVisible(""//span[1]/span/span/input""));
		selenium.type(""//span[1]/span/span/input"",
			RuntimeVariables.replace(""Message3 Subject""));
		assertTrue(selenium.isVisible(""//textarea""));
		selenium.type(""//textarea"", RuntimeVariables.replace(""Message3 Body""));
		selenium.clickAt(""//input[@value='Send']"",
			RuntimeVariables.replace(""Send""));

		for (int second = 0;; second++) {
			if (second >= 90) {
				fail(""timeout"");
			}

			try {
				if (selenium.isVisible(""//div[@class='portlet-msg-success']"")) {
					break;
				}
			}
			catch (Exception e) {
			}
",2.7633136094674557
sample_00407,"@Test
	public void testObtainEntityNameAssociationWithEntityNameAndNotAuditedModeInNewSession() {
		//force a new session and AR
		forceNewSession();

		loadDataOnSessionAndAuditReader();

		checkEntities();

		checkEntityNames();

	}",4.444444444444445
sample_00409,"@Test
	@Priority(10)
	public void initData() {
		EntityManager em = getEntityManager();

		// Revision 1
		em.getTransaction().begin();
		PropertyOverrideEntity propertyEntity = new PropertyOverrideEntity( ""data 1"", 1, ""data 2"" );
		em.persist( propertyEntity );
		em.getTransaction().commit();
		propertyEntityId = propertyEntity.getId();

		// Revision 2
		em.getTransaction().begin();
		TransitiveOverrideEntity transitiveEntity = new TransitiveOverrideEntity( ""data 1"", 1, ""data 2"", 2, ""data 3"" );
		em.persist( transitiveEntity );
		em.getTransaction().commit();
		transitiveEntityId = transitiveEntity.getId();

		// Revision 3
		em.getTransaction().begin();
		AuditedSpecialEntity auditedEntity = new AuditedSpecialEntity( ""data 1"", 1, ""data 2"" );
		em.persist( auditedEntity );
		em.getTransaction().commit();
		auditedEntityId = auditedEntity.getId();

		propertyTable = getCfg().getClassMapping(
				""org.hibernate.envers.test.integration.superclass.auditoverride.PropertyOverrideEntity_AUD""
		).getTable();
		transitiveTable = getCfg().getClassMapping(
				""org.hibernate.envers.test.integration.superclass.auditoverride.TransitiveOverrideEntity_AUD""
		).getTable();
		auditedTable = getCfg().getClassMapping(
				""org.hibernate.envers.test.integration.superclass.auditoverride.AuditedSpecialEntity_AUD""
		).getTable();
	}",3.5555555555555554
sample_00057,"	
	public long
	getInterval();
	
	public long
	getMinInterval();
	
	public int
	getTimeUntilNextUpdate();
",3.724
sample_00412,"@Test
	public void testOrphanDelete() {
		Session session = openSession();
		Transaction t = session.beginTransaction();
		Product prod = new Product( ""Widget"" );
		Part part = new Part( ""Widge"", ""part if a Widget"" );
		MapKey mapKey = new MapKey( ""Top"" );
		prod.getParts().put( mapKey, part );
		Part part2 = new Part( ""Get"", ""another part if a Widget"" );
		prod.getParts().put( new MapKey( ""Bottom"" ), part2 );
		session.persist( prod );
		t.commit();
		session.close();

		sessionFactory().getCache().evictEntityRegion(Product.class);
		sessionFactory().getCache().evictEntityRegion(Part.class);

		session = openSession();
		t = session.beginTransaction();
		prod = (Product) session.get(Product.class, ""Widget"");
		assertTrue( Hibernate.isInitialized( prod.getParts() ) );
		part = (Part) session.get(Part.class, ""Widge"");
		prod.getParts().remove(mapKey);
		t.commit();
		session.close();

		sessionFactory().getCache().evictEntityRegion( Product.class );
		sessionFactory().getCache().evictEntityRegion(Part.class);

		session = openSession();
		t = session.beginTransaction();
		prod = (Product) session.get(Product.class, ""Widget"");
		assertTrue( Hibernate.isInitialized( prod.getParts() ) );
		assertNull( prod.getParts().get(new MapKey(""Top"")));
		assertNotNull( session.get(Part.class, ""Get"") );
		session.delete( session.get(Product.class, ""Widget"") );
		t.commit();
		session.close();
	}",3.111111111111111
sample_00024,"/**
 * Copyright (c) 2000-2012 Liferay, Inc. All rights reserved.
 *
 * This library is free software; you can redistribute it and/or modify it under
 * the terms of the GNU Lesser General Public License as published by the Free
 * Software Foundation; either version 2.1 of the License, or (at your option)
 * any later version.
 *
 * This library is distributed in the hope that it will be useful, but WITHOUT
 * ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or FITNESS
 * FOR A PARTICULAR PURPOSE. See the GNU Lesser General Public License for more
 * details.
 */

package com.liferay.portal.sharepoint.methods;

import com.liferay.portal.sharepoint.ResponseElement;
import com.liferay.portal.sharepoint.SharepointRequest;
import com.liferay.portal.sharepoint.SharepointStorage;

import java.util.ArrayList;
import java.util.List;

/**
 * @author Bruno Farache
 */
public class UncheckoutDocumentMethodImpl extends BaseMethodImpl {

	public String getMethodName() {
		return _METHOD_NAME;
	}

	@Override
	public String getRootPath(SharepointRequest sharepointRequest) {
		return sharepointRequest.getParameterValue(""document_name"");
	}

	@Override
	protected List<ResponseElement> getElements(
			SharepointRequest sharepointRequest)
		throws Exception {

		List<ResponseElement> elements = new ArrayList<ResponseElement>();

		SharepointStorage storage = sharepointRequest.getSharepointStorage();

		elements.add(storage.getDocumentTree(sharepointRequest));

		return elements;
	}
",3.6611570247933884
sample_00017,"		Category category );
		
  /**
   * A category has been removed from the CategoryManager
   * @param category Category that was removed
   */  
	public void
	categoryRemoved(
		Category category );
",3.0546218487394956
sample_00066,"		selenium.clickAt(""link=Control Panel"",
			RuntimeVariables.replace(""Control Panel""));
		selenium.waitForPageToLoad(""30000"");
		loadRequiredJavaScriptModules();
		selenium.clickAt(""link=Users and Organizations"",
			RuntimeVariables.replace(""Users and Organizations""));
		selenium.waitForPageToLoad(""30000"");
		loadRequiredJavaScriptModules();
		selenium.type(""//input[@id='_125_keywords']"",
			RuntimeVariables.replace(""selen01""));
		selenium.clickAt(""//input[@value='Search']"",
			RuntimeVariables.replace(""Search""));
		selenium.waitForPageToLoad(""30000"");
		loadRequiredJavaScriptModules();
		selenium.clickAt(""//td[2]/a"", RuntimeVariables.replace(""User Name""));
		selenium.waitForPageToLoad(""30000"");
		loadRequiredJavaScriptModules();

		for (int second = 0;; second++) {
			if (second >= 90) {
				fail(""timeout"");
			}

			try {
				if (selenium.isVisible(""//a[@id='_125_phoneNumbersLink']"")) {
					break;
				}
			}
			catch (Exception e) {
			}
",2.764705882352941
sample_00131,"
		if ( clas == null )
			throw new ClassNotFoundException(
				""Class: "" + value+ "" not found in namespace"");

		asClass = clas;
		return asClass;
",3.644628099173554
sample_00031,"			_instance._disconnect();
		}
	}

	public static void send(String to, String msg) {
		_instance._send(to, msg);
	}

	public void update(Observable obs, Object obj) {
		_connecting = false;
",3.7056603773584906
sample_00084,"	{
		DHTNATPuncher puncher = plugin.getDHT().getNATPuncher();
		
		if ( puncher == null ){
			
			return( null );
		}
		
		return( puncher.punch( ""Tunnel"", contact, null, null ));
	}
",3.338888888888889
sample_00289,"@SkipForDialect(value = AbstractHANADialect.class, comment = ""HANA currently requires specifying table name by 'FOR UPDATE of t1.c1' if there are more than one tables/views/subqueries in the FROM clause"")
	@Test
	public void testRefresh() throws Exception {
		final Session s = openSession();
		s.beginTransaction();
		Foo foo = new Foo();
		s.save( foo );
		s.flush();
		s.doWork(
				new AbstractWork() {
					@Override
					public void execute(Connection connection) throws SQLException {
						final String sql = ""update "" + getDialect().openQuote() + ""foos"" + getDialect().closeQuote() + "" set long_ = -3"";
						Statement st = connection.createStatement();
						st.executeUpdate( sql );
					}
				}
		);
		s.refresh(foo);
		assertEquals( Long.valueOf( -3l ), foo.getLong() );
		assertEquals( LockMode.READ, s.getCurrentLockMode( foo ) );
		s.refresh(foo, LockMode.UPGRADE);
		if ( getDialect().supportsOuterJoinForUpdate() ) {
			assertEquals( LockMode.UPGRADE, s.getCurrentLockMode( foo ) );
		}
		s.delete(foo);
		s.getTransaction().commit();
		s.close();
	}",3.0
sample_00408,"@Test
	@Priority(10)
	public void initData() {
		EntityManager em = getEntityManager();

		EmbeddableListEntity1 ele1 = new EmbeddableListEntity1();

		// Revision 1 (ele1: initially 1 element in both collections)
		em.getTransaction().begin();
		ele1.getComponentList().add( c3_1 );
		em.persist( ele1 );
		em.getTransaction().commit();

		// Revision (still 1) (ele1: removing non-existing element)
		em.getTransaction().begin();
		ele1 = em.find( EmbeddableListEntity1.class, ele1.getId() );
		ele1.getComponentList().remove( c3_2 );
		em.getTransaction().commit();

		// Revision 2 (ele1: adding one element)
		em.getTransaction().begin();
		ele1 = em.find( EmbeddableListEntity1.class, ele1.getId() );
		ele1.getComponentList().add( c3_2 );
		em.getTransaction().commit();

		// Revision 3 (ele1: adding one existing element)
		em.getTransaction().begin();
		ele1 = em.find( EmbeddableListEntity1.class, ele1.getId() );
		ele1.getComponentList().add( c3_1 );
		em.getTransaction().commit();

		// Revision 4 (ele1: removing one existing element)
		em.getTransaction().begin();
		ele1 = em.find( EmbeddableListEntity1.class, ele1.getId() );
		ele1.getComponentList().remove( c3_2 );
		em.getTransaction().commit();

		ele1_id = ele1.getId();

		em.close();
	}",3.888888888888889
sample_00334,"/**
     * Tests this instance for equality with an arbitrary object.
     *
     * @param obj  the object (<code>null</code> permitted).
     *
     * @return A boolean.
     */
    @Override
    public boolean equals(Object obj) {
        if (obj == this) {
            return true;
        }
        if (!(obj instanceof OHLC)) {
            return false;
        }
        OHLC that = (OHLC) obj;
        if (this.open != that.open) {
            return false;
        }
        if (this.close != that.close) {
            return false;
        }
        if (this.high != that.high) {
            return false;
        }
        if (this.low != that.low) {
            return false;
        }
        return true;
    }",4.666666666666667
sample_00153,"		/**
		 * @param contextLength the maximum length for <code>expected</code> and <code>actual</code>. When contextLength 
		 * is exceeded, the Strings are shortened
		 * @param expected the expected string value
		 * @param actual the actual string value
		 */
		public ComparisonCompactor(int contextLength, String expected, String actual) {
			fContextLength= contextLength;
			fExpected= expected;
			fActual= actual;
",4.016528925619835
sample_00246,"@Test
	public void testSqlTrimFunction() {
		String fragment = ""trim( col )"";
		String template = Template.renderWhereStringTemplate( fragment, Template.TEMPLATE, DIALECT, FUNCTION_REGISTRY );
		assertEquals( ""trim("" + Template.TEMPLATE + "".col)"", template );

		fragment = ""trim( from col )"";
		template = Template.renderWhereStringTemplate( fragment, Template.TEMPLATE, DIALECT, FUNCTION_REGISTRY );
		assertEquals( ""trim(from "" + Template.TEMPLATE + "".col)"", template );

		fragment = ""trim( both from col )"";
		template = Template.renderWhereStringTemplate( fragment, Template.TEMPLATE, DIALECT, FUNCTION_REGISTRY );
		assertEquals( ""trim(both from "" + Template.TEMPLATE + "".col)"", template );

		fragment = ""trim( leading from col )"";
		template = Template.renderWhereStringTemplate( fragment, Template.TEMPLATE, DIALECT, FUNCTION_REGISTRY );
		assertEquals( ""trim(leading from "" + Template.TEMPLATE + "".col)"", template );

		fragment = ""trim( TRAILING from col )"";
		template = Template.renderWhereStringTemplate( fragment, Template.TEMPLATE, DIALECT, FUNCTION_REGISTRY );
		assertEquals( ""trim(TRAILING from "" + Template.TEMPLATE + "".col)"", template );

		fragment = ""trim( 'b' from col )"";
		template = Template.renderWhereStringTemplate( fragment, Template.TEMPLATE, DIALECT, FUNCTION_REGISTRY );
		assertEquals( ""trim('b' from "" + Template.TEMPLATE + "".col)"", template );

		fragment = ""trim( both 'b' from col )"";
		template = Template.renderWhereStringTemplate( fragment, Template.TEMPLATE, DIALECT, FUNCTION_REGISTRY );
		assertEquals( ""trim(both 'b' from "" + Template.TEMPLATE + "".col)"", template );
	}",3.2222222222222223
sample_00204,"        /* fredt - in FK constraints column lists for iColMain and iColRef have
           identical sets to visible columns of iMain and iRef respectively
           but the order of columns can be different and must be preserved
         */
        core.mainColArray = mainCols;
        core.colLen       = core.mainColArray.length;
        core.refColArray  = refCols;
",3.9421487603305785
sample_00210,"    public boolean displayTileCursor(Tile tile, int canvasX, int canvasY) {
        if (currentMode == ViewMode.VIEW_TERRAIN_MODE) {

            Position selectedTilePos = gui.getSelectedTile();
            if (selectedTilePos == null)
                return false;

            if (selectedTilePos.getX() == tile.getX() && selectedTilePos.getY() == tile.getY()) {
                TerrainCursor cursor = gui.getCursor();
",3.355371900826446
